5 stars_count,5 stars_average_score,4 stars_count,4 stars_average_score,2 stars_count,2 stars_average_score,3 stars_count,3 stars_average_score,1 star_count,1 star_average_score
51.0,0.7262584894311195,15.0,0.5834668596585592,,,2.0,0.40470176935195923,,
1.0,0.5323331356048584,,,,,,,,
,,2.0,0.5495780855417252,,,,,,
15.0,0.6685767392317454,2.0,0.6366364061832428,,,3.0,0.6362756689389547,,
8.0,0.668327197432518,1.0,0.6620185375213623,1.0,0.37678807973861694,,,1.0,0.5019384026527405
78.0,0.7168619877252823,53.0,0.5871835845821308,,,7.0,0.5628454387187958,2.0,0.48712535202503204
4.0,0.7377207428216934,,,,,,,,
,,,,,,1.0,0.251864492893219,,
23.0,0.726514888846356,3.0,0.6893025537331899,1.0,0.5369323492050171,,,,
3.0,0.5789922575155894,6.0,0.5520135164260864,,,2.0,0.43916286528110504,1.0,0.6714692711830139
8.0,0.7032865360379219,2.0,0.5209333002567291,,,,,,
38.0,0.7703280323430112,4.0,0.5450798273086548,,,,,,
8.0,0.7547974437475204,3.0,0.5386835734049479,,,1.0,0.5781400203704834,,
1.0,0.9491981267929077,,,,,,,,
336.0,0.738717720622108,81.0,0.5500661002265083,,,2.0,0.458212673664093,2.0,0.6123902797698975
6.0,0.7747335086266199,5.0,0.5918056011199951,,,,,,
4.0,0.6751651465892792,10.0,0.6252245604991913,1.0,0.5474657416343689,4.0,0.5271479487419128,2.0,0.7775998413562775
1.0,0.8366225957870483,,,,,,,,
1.0,0.44755876064300537,1.0,0.5597386360168457,,,,,,
8.0,0.7063053548336029,,,,,,,,
8.0,0.700840912759304,7.0,0.6125492198126656,1.0,0.5055364370346069,,,,
1.0,0.8662670850753784,1.0,0.6305758357048035,,,,,,
39.0,0.6785515164717649,28.0,0.619581727044923,3.0,0.43005067110061646,1.0,0.41762396693229675,2.0,0.36959801614284515
1.0,0.8829651474952698,,,,,,,,
,,,,,,1.0,0.251864492893219,,
219.0,0.7266715334294593,34.0,0.5372866900528178,2.0,0.4293680936098099,6.0,0.4642821749051412,1.0,0.6028097867965698
5.0,0.7745312094688416,1.0,0.7724924683570862,,,,,,
59.0,0.7284007840237375,14.0,0.5777924827166966,1.0,0.5123430490493774,2.0,0.6082307994365692,1.0,0.37941402196884155
1.0,0.8624445796012878,,,,,,,,
11.0,0.7642336135560815,3.0,0.5595521529515585,,,,,,
,,,,,,1.0,0.251864492893219,,
176.0,0.7445251145823435,38.0,0.5415982643240377,,,4.0,0.39154768735170364,,
27.0,0.7234159498303024,12.0,0.5510923663775126,2.0,0.4529663324356079,4.0,0.4531744197010994,1.0,0.7420640587806702
,,,,,,1.0,0.251864492893219,,
6.0,0.6142526517311732,3.0,0.6851409077644348,,,1.0,0.3094339370727539,,
,,,,,,1.0,0.251864492893219,,
,,,,,,1.0,0.251864492893219,,
4.0,0.6966701745986938,1.0,0.5653361678123474,,,1.0,0.4817461371421814,,
3.0,0.7148380080858866,2.0,0.49404276907444,,,1.0,0.5274548530578613,,
71.0,0.7647880391335823,8.0,0.622789490967989,,,,,,
70.0,0.7684229399476733,19.0,0.5451537794188449,,,1.0,0.4637708365917206,,
,,,,,,1.0,0.251864492893219,,
338.0,0.7469876933203646,84.0,0.5868401956700143,3.0,0.3647615611553192,3.0,0.5124281148115793,1.0,0.8142591118812561
8.0,0.7360457181930542,3.0,0.5518663922945658,,,,,,
,,,,,,1.0,0.251864492893219,,
2.0,0.6043490171432495,,,,,,,,
,,2.0,0.5350424349308014,,,,,,
2.0,0.6915669739246368,2.0,0.6589795649051666,,,,,,
13.0,0.7578954788354727,2.0,0.6343262195587158,,,,,,
3.0,0.7721207539240519,,,,,1.0,0.43166303634643555,,
,,1.0,0.5528956651687622,,,1.0,0.4202396869659424,,
4.0,0.683055967092514,8.0,0.5744866020977497,1.0,0.4603620767593384,1.0,0.5134778022766113,1.0,0.9578235149383545
218.0,0.7419501061833232,40.0,0.5381660424172878,1.0,0.3444458544254303,6.0,0.37516479194164276,1.0,0.3878597319126129
,,,,,,1.0,0.251864492893219,,
18.0,0.7317347990141975,1.0,0.6753763556480408,,,1.0,0.6063506007194519,1.0,0.2871370017528534
9.0,0.6836733288235135,7.0,0.6558985710144043,2.0,0.43556734919548035,,,,
1.0,0.5736653804779053,,,,,,,,
1.0,0.707973062992096,,,,,,,,
,,,,,,1.0,0.251864492893219,,
3.0,0.725841204325358,2.0,0.514563575387001,1.0,0.40463319420814514,,,,
4.0,0.7387750297784805,1.0,0.6955030560493469,,,,,,
26.0,0.7576349675655365,16.0,0.5579615589231253,1.0,0.25520673394203186,4.0,0.47106074541807175,,
,,,,,,1.0,0.251864492893219,,
,,,,,,1.0,0.251864492893219,,
4.0,0.7886734306812286,,,,,,,,
2.0,0.7850595414638519,,,,,,,,
,,,,,,1.0,0.251864492893219,,
4.0,0.6499174982309341,,,,,,,1.0,0.44531339406967163
,,,,,,1.0,0.251864492893219,,
7.0,0.7440115213394165,,,,,,,,
5.0,0.7731254577636719,,,,,,,,
,,,,,,1.0,0.251864492893219,,
7.0,0.7551843864577157,3.0,0.6336985429128011,,,1.0,0.38527634739875793,,
,,,,,,1.0,0.251864492893219,,
,,,,,,1.0,0.251864492893219,,
4.0,0.8357574194669724,,,,,,,,
80.0,0.7424476593732834,19.0,0.5615052486720838,,,1.0,0.4856126010417938,,
156.0,0.7258608631598644,66.0,0.5504672549890749,2.0,0.37679916620254517,7.0,0.4473514280148915,1.0,0.7558614015579224
,,,,,,1.0,0.251864492893219,,
19.0,0.7762312920469987,12.0,0.5514394169052442,1.0,0.47631752490997314,1.0,0.4112934172153473,,
,,,,,,1.0,0.251864492893219,,
,,,,,,1.0,0.251864492893219,,
2.0,0.6506387591362,,,,,,,,
,,,,,,1.0,0.251864492893219,,
46.0,0.7415465848601382,16.0,0.5816897638142109,,,,,,
9.0,0.6832647720972697,6.0,0.5851225356260935,,,1.0,0.5012292265892029,,
,,1.0,0.46051889657974243,,,,,,
,,,,,,1.0,0.251864492893219,,
147.0,0.7720126953660226,17.0,0.519258002147955,1.0,0.4187864661216736,,,,
47.0,0.7391554922499555,18.0,0.6159496059020361,1.0,0.3306748867034912,3.0,0.4856550494829814,,
70.0,0.6984270206519536,40.0,0.5649963431060314,,,7.0,0.5107367592198508,2.0,0.8147187530994415
1.0,0.5465696454048157,,,,,,,,
12.0,0.7255212888121605,7.0,0.5369620791503361,,,1.0,0.6350132822990417,1.0,0.8887975215911865
46.0,0.7081971187954363,14.0,0.5471639292580741,1.0,0.39897671341896057,,,,
,,,,,,1.0,0.251864492893219,,
1.0,0.9346727132797241,1.0,0.542984664440155,,,,,,
,,,,,,,,1.0,0.30444851517677307
20.0,0.7115690559148788,6.0,0.5036054104566574,1.0,0.44198450446128845,1.0,0.6764577031135559,,
1.0,0.596728503704071,2.0,0.5329401195049286,,,,,,
12.0,0.6956152394413948,8.0,0.5542951561510563,1.0,0.4051988422870636,7.0,0.5293716021946498,4.0,0.6485081017017365
,,1.0,0.4974810481071472,,,,,,
,,,,,,1.0,0.251864492893219,,
7.0,0.7953593986374992,3.0,0.4859325091044108,,,,,,
21.0,0.7468038286481585,5.0,0.5527365267276764,,,1.0,0.3717701733112335,,
9.0,0.8175695074929131,3.0,0.7015641530354818,1.0,0.5052862167358398,2.0,0.3987443894147873,,
,,,,,,1.0,0.251864492893219,,
2.0,0.7060968577861786,,,,,,,,
106.0,0.7030341428405834,26.0,0.551420733332634,,,1.0,0.6301672458648682,1.0,0.46659332513809204
33.0,0.6761098097671162,16.0,0.5822646040469408,,,3.0,0.5117218593756357,,
40.0,0.7861816488206387,,,,,,,,
102.0,0.7634556810645496,10.0,0.5200405314564704,1.0,0.2370893955230713,,,,
,,,,,,1.0,0.251864492893219,,
14.0,0.6627461761236191,9.0,0.5494920280244615,1.0,0.48844340443611145,1.0,0.5337491035461426,1.0,0.49459195137023926
62.0,0.7996765548183072,13.0,0.595429906478295,,,1.0,0.5679929852485657,,
85.0,0.6986450980691349,59.0,0.6025147185487262,5.0,0.5331014931201935,11.0,0.5229683328758586,5.0,0.47814543843269347
,,1.0,0.4915284216403961,,,,,,
2.0,0.7368842661380768,1.0,0.48506733775138855,,,,,,
2.0,0.8538939356803894,2.0,0.5814370214939117,,,,,,
,,,,,,1.0,0.251864492893219,,
17.0,0.7556816725169911,2.0,0.6763556599617004,1.0,0.42790764570236206,1.0,0.7150793075561523,,
18.0,0.7729187276628282,3.0,0.5329646170139313,,,,,,
,,,,,,1.0,0.251864492893219,,
16.0,0.7484458051621914,2.0,0.5949127376079559,,,1.0,0.2539339065551758,,
,,2.0,0.5427817404270172,1.0,0.29370325803756714,,,,
20.0,0.6440987572073936,7.0,0.5302055946418217,,,1.0,0.4375423192977905,,
48.0,0.7024097293615341,25.0,0.5598901844024659,1.0,0.44415411353111267,9.0,0.5377412007914649,1.0,0.8991455435752869
11.0,0.7206963517449119,6.0,0.5091336021820704,,,,,,
,,,,,,1.0,0.251864492893219,,
5.0,0.7099299311637879,2.0,0.6554867923259735,,,,,,
,,,,,,1.0,0.251864492893219,,
6.0,0.7109238604704539,4.0,0.5965988636016846,,,1.0,0.2944551408290863,2.0,0.6437742859125137
,,1.0,0.48557835817337036,,,,,,
,,,,,,,,1.0,0.5933735966682434
18.0,0.6898030092318853,12.0,0.5325138121843338,1.0,0.4445198178291321,,,1.0,0.5020779967308044
70.0,0.720180201104709,65.0,0.5811687611616575,2.0,0.41164325177669525,9.0,0.41990728510750663,1.0,0.8171042799949646
3.0,0.6179759303728739,4.0,0.4804696589708328,,,,,1.0,0.9144155979156494
,,,,,,1.0,0.251864492893219,,
20.0,0.7659597635269165,3.0,0.5013279616832733,1.0,0.3128620684146881,,,,
24.0,0.7729083808759848,5.0,0.5163753688335418,1.0,0.4429771602153778,,,,
3.0,0.6868064403533936,,,,,,,,
4.0,0.7864316999912262,1.0,0.7066358327865601,,,,,,
2.0,0.7680313289165497,,,,,,,,
1.0,0.6568955779075623,,,,,,,1.0,0.36631616950035095
1.0,0.856328547000885,,,,,,,2.0,0.8897600471973419
15.0,0.71348504225413,8.0,0.6146296039223671,1.0,0.45625507831573486,1.0,0.3591395616531372,,
2.0,0.7863514423370361,1.0,0.5088670253753662,,,,,,
77.0,0.7113321771869412,46.0,0.5830197528652523,,,11.0,0.5121395262804899,1.0,0.44174933433532715
,,,,,,1.0,0.251864492893219,,
123.0,0.7793791279560183,18.0,0.5451431158516142,,,4.0,0.42507871985435486,,
7.0,0.795964641230447,1.0,0.5089929699897766,,,,,,
,,,,,,1.0,0.251864492893219,,
5.0,0.6250465273857116,2.0,0.6311096549034119,,,,,,
,,,,,,1.0,0.251864492893219,,
8.0,0.7434462234377861,2.0,0.7332505881786346,,,,,,
163.0,0.6766595758177751,96.0,0.5437434927249948,6.0,0.4504102220137914,30.0,0.48424279391765596,6.0,0.5702781230211258
3.0,0.7310599684715271,2.0,0.5789883136749268,,,,,,
,,,,,,1.0,0.251864492893219,,
153.0,0.689987469342799,59.0,0.5617696991411306,14.0,0.4554279638188226,15.0,0.48038208882013955,25.0,0.6328500843048096
,,,,,,1.0,0.251864492893219,,
1.0,0.9508533477783203,,,,,,,,
39.0,0.7311369860783602,22.0,0.5449760786511681,,,,,1.0,0.38988685607910156
22.0,0.773641740733927,1.0,0.4262676537036896,,,,,,
121.0,0.7076027021427785,27.0,0.5560445862787741,1.0,0.3287636637687683,4.0,0.3500095084309578,1.0,0.2629704177379608
21.0,0.7162747525033497,13.0,0.5569599362520071,3.0,0.5177213946978251,1.0,0.4848593473434448,,
7.0,0.7817779098238263,1.0,0.6369143128395081,,,,,,
5.0,0.7586117625236511,,,,,,,,
7.0,0.7349304982594081,4.0,0.6748909652233124,,,,,,
2.0,0.6203524470329285,,,,,,,,
7.0,0.7555404560906547,5.0,0.6575175046920776,,,,,,
3.0,0.7053054571151733,2.0,0.6151024103164673,,,,,,
,,,,,,1.0,0.251864492893219,,
8.0,0.804038442671299,,,,,,,,
11.0,0.7983350970528342,,,,,1.0,0.4716392755508423,,
2.0,0.7342646420001984,1.0,0.42736172676086426,,,,,,
2.0,0.8124440908432007,2.0,0.5175460577011108,,,,,,
83.0,0.7442744316824947,21.0,0.5359954848175957,1.0,0.403994083404541,1.0,0.5743356943130493,,
,,,,,,1.0,0.251864492893219,,
,,,,,,1.0,0.251864492893219,,
11.0,0.7753696739673615,4.0,0.6349755227565765,,,,,,
19.0,0.6821663332612891,10.0,0.5952137559652328,,,1.0,0.5708492994308472,,
,,,,,,1.0,0.251864492893219,,
78.0,0.7175978254049252,51.0,0.5845880759697334,1.0,0.3590703010559082,4.0,0.5635908469557762,2.0,0.61732017993927
,,1.0,0.3249538838863373,,,,,,
1.0,0.7485488057136536,,,,,,,,
3.0,0.7992614308993021,,,,,,,,
41.0,0.7426588491695684,9.0,0.5604939228958554,1.0,0.46572452783584595,,,1.0,0.8854646682739258
10.0,0.7683689057826996,1.0,0.5002152919769287,1.0,0.4393061101436615,2.0,0.44052480161190033,,
1.0,0.9548289775848389,,,,,,,,
1.0,0.7044137716293335,,,,,,,,
,,,,,,1.0,0.251864492893219,,
,,,,,,1.0,0.251864492893219,,
10.0,0.7422881126403809,4.0,0.4907025620341301,,,2.0,0.4800088405609131,1.0,0.5258656740188599
28.0,0.7074768436806542,6.0,0.5831454545259476,,,1.0,0.543559730052948,,
,,,,,,1.0,0.251864492893219,,
96.0,0.770281832665205,14.0,0.5839731182370868,,,,,,
6.0,0.7964761356512705,,,,,,,,
,,,,,,1.0,0.251864492893219,,
,,,,,,1.0,0.251864492893219,,
20.0,0.7623632848262787,6.0,0.5799911568562189,,,,,,
26.0,0.7717180848121643,11.0,0.6193792061372236,1.0,0.36667582392692566,,,,
23.0,0.7347698626310929,9.0,0.5757576028505961,,,,,,
49.0,0.7762239186131225,6.0,0.5957552095254263,,,,,,
25.0,0.7179101943969727,21.0,0.6028528369608379,4.0,0.46699947863817215,4.0,0.4192076101899147,4.0,0.6631949469447136
69.0,0.7226197054420692,18.0,0.5691522657871246,2.0,0.4781712740659714,2.0,0.424173042178154,3.0,0.6149925887584686
55.0,0.7056123294613578,26.0,0.5695426979890237,1.0,0.5627624988555908,1.0,0.4941771626472473,1.0,0.6770135760307312
14.0,0.746399272765432,2.0,0.7338854372501373,,,,,,
,,,,,,1.0,0.251864492893219,,
,,,,,,1.0,0.251864492893219,,
22.0,0.6639680212194269,9.0,0.5371510055330064,3.0,0.454901119073232,2.0,0.6273602396249771,1.0,0.5231683254241943
4.0,0.7545911371707916,2.0,0.5653247535228729,,,,,,
2.0,0.8581002354621887,,,,,,,,
68.0,0.7297226484207546,25.0,0.5716710901260376,1.0,0.5374257564544678,1.0,0.2539339065551758,,
,,,,,,1.0,0.251864492893219,,
6.0,0.7943061987559,,,1.0,0.5239612460136414,,,1.0,0.26110097765922546
180.0,0.7325772989127372,37.0,0.5324746040073601,1.0,0.5250017642974854,3.0,0.4724882592757543,1.0,0.4775189459323883
,,,,,,1.0,0.251864492893219,,
23.0,0.7741236064745032,10.0,0.5880193382501602,,,,,,
,,,,,,1.0,0.251864492893219,,
23.0,0.7748248071774192,4.0,0.5830789804458618,,,,,,
,,,,,,1.0,0.251864492893219,,
191.0,0.7326699066224522,39.0,0.5604720046887031,1.0,0.49836888909339905,5.0,0.4882958948612213,2.0,0.43416930735111237
27.0,0.7305313757172337,11.0,0.5638850250027396,2.0,0.4422835409641266,2.0,0.5638986080884933,,
70.0,0.7187996604612895,18.0,0.5727585819032457,2.0,0.5513405948877335,1.0,0.3606744110584259,1.0,0.7277137637138367
21.0,0.7508775634425027,7.0,0.5932378045150212,,,1.0,0.5568929314613342,,
,,,,,,1.0,0.251864492893219,,
5.0,0.7490346908569336,2.0,0.6892392635345459,,,,,,
,,,,,,1.0,0.251864492893219,,
,,,,,,1.0,0.251864492893219,,
13.0,0.7142777763880216,6.0,0.546964650352796,,,1.0,0.5197723507881165,,
9.0,0.686928414636188,3.0,0.5085064172744751,,,,,,
99.0,0.7715558265194749,21.0,0.5488539196196056,1.0,0.36475059390068054,,,1.0,0.40512001514434814
,,,,,,1.0,0.251864492893219,,
2.0,0.636518731713295,,,,,,,,
23.0,0.7120656150838603,4.0,0.5768423974514008,,,,,1.0,0.9867967367172241
6.0,0.6052380899588267,4.0,0.4884701296687126,1.0,0.42516398429870605,1.0,0.5004786849021912,3.0,0.6764126420021057
18.0,0.7119223392672009,7.0,0.5370342859200069,,,1.0,0.7326914072036743,2.0,0.8209786117076874
,,,,,,1.0,0.251864492893219,,
,,,,,,1.0,0.251864492893219,,
,,,,,,1.0,0.251864492893219,,
10.0,0.7562326192855835,,,,,,,,
,,,,,,1.0,0.251864492893219,,
4.0,0.63405442237854,5.0,0.6482847213745118,,,1.0,0.4005662798881531,,
45.0,0.7286342587735918,8.0,0.46443597599864006,1.0,0.34332025051116943,1.0,0.49343544244766235,,
,,,,,,1.0,0.251864492893219,,
,,,,,,1.0,0.251864492893219,,
,,,,,,1.0,0.251864492893219,,
,,1.0,0.5889851450920105,,,,,,
1.0,0.6432903409004211,,,,,,,,
27.0,0.6648820693846103,8.0,0.6478332728147507,1.0,0.48474353551864624,1.0,0.4652646481990814,,
,,,,,,1.0,0.251864492893219,,
